,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
6848,Turquoises,6.0,1011.91465,141382.4242,Below_30,114121.8892,Yes,665.1096468,Yes,Female,After_16:00,0.821547867,0.892209136,4036.0,426.7469143999999,6.990621774,5045.025918,784.9843081,32.74516813,20.65785358,5.9639999999999995,52264.97444,Maybe,175689.4125,4.3135756810000006,419.1532089,51.73237941,337.30488330000003,70.0,Social,11.0,111.24537190000001,4.0,Foot_or_bicycle,Public_Sector,No,0.0,478.24420589999994
3033,Greys,8.0,67.12582403,11488.155859999999,45_and_up,533.0281916,No,798.5750213,No,Male,By_16:00,0.40535456,0.24535198,4811.0,542.8946149,62.06434481,6220.097534,659.6173868,73.89000566,23.30009903,7.189,,No,263611.2176,4.337787635,513.4308304,68.38832272,22.37527468,40.0,Foreign_Affairs,8.0,48.14582913,2.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,517.2535697
5788,Oranges,2.0,890.1222012000001,120418.0379,45_and_up,88341.98885,No,622.8639237000001,Yes,Female,After_16:00,0.019494627,0.973153411,4814.0,426.7407328,22.95101625,4911.959204,117.2846288,29.92109433,20.65770396,7.186,50156.44517,Yes,164712.4155,7.096500578,405.84777379999997,92.96298977,296.7074004,50.0,Other,8.0,157.9852779,3.0,Car,Student_or_Unemployed,No,1.0,396.4249736
5768,Browns,2.0,149.5231265,45921.11333,Below_30,2543.970527,Yes,1229.451434,No,Female,After_16:00,0.262285399,,6379.0,721.0181582,36.18040429,10655.55019,586.2602901,40.03234482,26.85178129,9.621,95810.82405,Yes,848888.3783,1.880142542,921.3513869999999,38.34107881,49.84104217,70.0,Social,9.0,673.5905038999999,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,976.7999049
7016,Turquoises,7.0,436.28849180000003,55524.554489999995,45_and_up,21305.168169999997,No,646.5278609000001,Yes,Male,By_16:00,0.732723145,0.010269366,,399.8045631,41.32293405,4617.579727,821.4544491,73.10705069,19.99511348,4.765,49907.02128,Maybe,145768.9951,7.371258044,381.79706,71.62709641,145.42949730000004,100.0,Education,12.0,154.98314209999998,3.0,Public_or_other,Public_Sector,No,1.0,497.04809620000003
8578,Khakis,6.0,345.68278139999995,54433.48899,45_and_up,13402.625970000001,No,704.6410881,Yes,Male,By_16:00,0.840293471,0.9429690740000001,4803.0,459.44242019999996,77.73681555,5642.8825560000005,97.57225611,97.77222222,21.434607999999997,5.197,56005.72464,Maybe,223161.5442,4.946367277,472.3997716,31.64785944,115.22759380000001,60.0,Financial,5.0,50.55083389,1.0,Motorcycle_or_truck,Services_or_Retail,Yes,2.0,487.80586550000004
1053,Browns,1.0,290.14243389999996,522.7150569,30-45,9460.339915999999,No,36.46138899,Yes,Female,By_16:00,0.5332584779999999,0.475999179,9316.0,33.26883214,70.88057755,120.5850902,780.1193399,11.86977308,5.767914019,6.684,3028.419622,Yes,29.21124251,0.159147698,5.404742594,60.16110992,96.71414463,,Social,13.0,837.0468997,0.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,11.95793161
5664,Yellows,6.0,970.4446997000001,84572.00972999999,45_and_up,104973.8055,Yes,845.3789177000001,Yes,Female,After_16:00,0.835176725,0.5011846529999999,9049.0,,60.92371966,3748.503436,576.7107827000001,72.55866192,23.81252678,4.9510000000000005,64016.930389999994,No,68352.47218,7.708684073,261.44305719999994,11.90515731,323.4815666,100.0,Education,16.0,274.3738276,0.0,Motorcycle_or_truck,Hightech,No,1.0,617.8036465
7889,Khakis,9.0,304.27320430000003,31216.3199,30-45,10398.3336,No,574.6513841,Yes,Female,By_16:00,0.601112953,0.38224648200000005,8189.0,380.9941627,95.55992573,3839.7802049999996,879.5415393999999,41.90567979,19.51907177,1.811,44956.80028,Maybe,94728.02852,,307.77918789999995,1.776819769,101.42440140000001,80.0,Healthcare,8.0,246.421537,2.0,Public_or_other,Industry_or_other,Yes,0.0,401.9574378
9819,Purples,3.0,81.76818811,25812.05914,45_and_up,780.1490167999999,No,1477.621897,No,Male,After_16:00,0.564094601,0.24036803,3964.0,986.0959559,71.34458211,11442.40022,615.7043721,13.31792823,31.40216483,12.036,117776.9694,No,896848.4536,3.705955837,947.0208306,30.55118418,27.256062699999998,70.0,Social,9.0,822.8409452000001,1.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,990.8669064
8722,Khakis,7.0,229.37296969999997,26319.525569999998,30-45,5932.230904999999,Yes,575.3485319,Yes,Female,After_16:00,0.029508324,0.745966035,8415.0,383.58833369999996,7.43294647,4209.542906000001,888.0786519,64.08304863,19.58541125,1.585,45541.07628,Yes,118498.8532,7.885256302999999,344.23662379999996,73.19778893,76.45765657,80.0,Healthcare,7.0,222.73274819999997,5.0,Public_or_other,Industry_or_other,Yes,0.0,391.3907385
1380,Greys,9.0,434.1731138,61493.819070000005,Below_30,21099.86801,No,820.7339949,Yes,Female,By_16:00,0.908657077,0.055048674000000006,7962.0,575.0500477999999,27.1298364,5399.130064,454.08995610000005,53.98597899,23.98020116,4.038,65219.492770000004,Maybe,180542.5568,5.782396465,424.90299689999995,32.02487554,144.72437130000003,30.0,Military,9.0,108.3047284,3.0,Public_or_other,Hightech,Yes,1.0,521.3973043999999
3285,Khakis,4.0,784.9918709,125996.1939,30-45,68739.69032000001,No,694.5770371,Yes,Female,By_16:00,0.9068675979999999,0.6330000920000001,3976.0,447.4769391,9.485971974,5710.144912,444.8477166999999,80.03037281,21.15365073,6.024,55193.990439999994,Yes,231860.6469,4.879137801000001,481.5191034,6.626092736,261.663957,70.0,Social,7.0,57.08925555,0.0,Public_or_other,Public_Sector,No,1.0,487.3917631
8829,Violets,8.0,316.1387341,77590.61813999999,30-45,11220.235040000001,No,1187.4839220000001,No,Female,By_16:00,0.815813718,0.402604631,5031.0,881.0658527,38.41227712,9125.097054,855.4445675000001,44.00025913,29.68275346,10.969000000000001,97763.47937999999,No,542132.5872,7.819045647,736.2965347999999,76.9448882,105.37957800000001,90.0,Environment,15.0,470.26762750000006,0.0,Foot_or_bicycle,Services_or_Retail,No,0.0,641.7900031
3535,Browns,1.0,465.59840870000005,28374.1917,Below_30,24252.074819999998,No,230.11925630000002,Yes,Male,By_16:00,0.601354144,0.7905291440000001,3618.0,212.510213,16.96234809,2253.2606760000003,184.088344,6.662580161,14.57773004,12.382,21055.39792,No,33424.62412,2.104153298,182.824025,,155.1994696,70.0,Social,13.0,627.5264243,4.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,41.15532421
5549,Pinks,1.0,382.4631082,91442.76821000001,30-45,,Yes,887.7974982999999,No,Male,After_16:00,0.27623419899999996,0.379971189,3868.0,645.3468988,20.38491443,8463.367416,378.4276205,99.86103117,25.40367884,6.132000000000001,74643.1905,Yes,514472.4684,1.491553586,717.2673619,69.78709744,127.4877027,60.0,Financial,5.0,263.0590591,4.0,Public_or_other,Public_Sector,Yes,3.0,470.5171063
3618,Greens,7.0,112.1899472,11841.40685,30-45,1445.906011,No,836.4572036000001,Yes,Male,By_16:00,0.48804034799999996,0.9449003490000001,9072.0,530.9316744,15.08687632,4228.298615,,44.9728871,23.04195466,0.9279999999999999,62897.37372999999,Yes,100263.123,2.529738196,316.64352660000003,12.88054755,37.39664907,100.0,Education,16.0,241.3798853,4.0,Foot_or_bicycle,Services_or_Retail,No,0.0,653.908688
4967,Turquoises,6.0,201.89553,28066.27588,30-45,4606.387957,Yes,629.9754985000001,Yes,Male,By_16:00,0.037406882,0.21408835,5390.0,422.4504448,58.6040098,5015.316532,,3.666807129,20.55359931,4.61,50456.7755,Maybe,173923.6663,7.47382897,417.0415642,56.40668664,67.29850999,100.0,Education,12.0,141.1732855,1.0,Public_or_other,Industry_or_other,Yes,0.0,
6382,Turquoises,3.0,525.5749093999999,71591.70923,30-45,30877.30113,No,766.8672518999999,Yes,,By_16:00,0.19123101399999998,0.095002529,3194.0,512.6295273,57.1306071,5111.738904999999,858.536771,47.32925908,22.64132345,6.806,60130.62836,Maybe,166993.1756,7.594330352999999,408.647985,8.293522358999999,175.1916365,80.0,Healthcare,11.0,96.75500713,3.0,Car,Public_Sector,No,0.0,529.2717576
9928,Browns,4.0,241.46411980000002,71993.08798,Below_30,6568.812613,Yes,950.0211565,No,Female,After_16:00,0.488124624,0.733572511,8237.0,527.0748027,94.54532377,9998.719262999999,141.25923740000002,38.63939608,22.95810974,7.763,75137.32696,Yes,800053.2636,5.368020802,894.4569658,26.99608458,80.48803994,60.0,Financial,8.0,480.1457796,1.0,Public_or_other,Industry_or_other,Yes,1.0,772.4162749
5142,Reds,4.0,508.06767130000003,86298.07444,30-45,28860.77352,Yes,726.6879526,No,Female,After_16:00,0.201844788,0.19604151399999997,7337.0,441.755184,40.92325501,5979.174547,687.2288736,86.81949957,21.01797288,4.663,56798.0195,Yes,259657.9342,2.86216012,,15.24432849,169.35589040000002,50.0,Other,10.0,81.57227127,0.0,Car,Services_or_Retail,No,0.0,556.3032903
5912,Violets,1.0,242.70076969999997,80900.25658,30-45,6635.751771,Yes,1499.502847,No,Male,After_16:00,0.09111762300000001,0.270219479,5545.0,1000.0,84.95518428,12000.0,438.9049241,2.802807838,31.6227766,10.455,119977.131,Maybe,1000000.0,4.872442307,1000.0,26.34171247,80.90025658,70.0,Social,13.0,865.4517222999999,2.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,999.005695
2386,Violets,3.0,230.924844,5077.445465999999,30-45,6012.117567,No,185.27674199999998,Yes,Male,By_16:00,0.669171576,0.7429408940000001,5854.0,115.24351429999999,32.645786199999996,890.1101395,204.3363894,20.76185523,10.7351532,10.146,13789.06244,Maybe,4351.026484,1.344767702,65.96231109,29.89529462,76.974948,70.0,Social,12.0,677.480913,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,2.0,149.9226961
9587,Browns,5.0,88.09767655,28973.614380000003,Below_30,901.7215159,No,952.3471981,No,Male,By_16:00,0.477651912,,8175.0,598.6859393999999,78.65737311,11063.78908,146.7100854,89.17926769,24.46805958,7.825,79151.60571,Yes,973461.8843,7.384092044,986.6417203,80.57079988,29.36589218,80.0,Healthcare,13.0,513.2146769999999,0.0,Public_or_other,Public_Sector,No,0.0,629.7313612
3875,Pinks,1.0,936.3853387,208407.2032,30-45,97746.29538,No,863.1270645999999,No,Female,By_16:00,0.538965216,0.467385449,9323.0,625.5501981000001,0.558688864,7928.06963,454.8904132,26.95830863,25.01100154,0.677,72129.52447,No,445819.1814,5.77677604,667.6969232999999,23.15896337,312.1284462,70.0,Social,8.0,212.1140653,1.0,Car,Services_or_Retail,No,0.0,466.72438789999995
1127,Khakis,,354.9758193,58081.15081,45_and_up,14129.19553,Yes,708.6757044,Yes,Female,By_16:00,0.468789532,0.277159427,7159.0,480.90250319999996,77.18721121,5870.40562,525.5950991999999,72.97973819,21.92948935,2.841,57248.58377999999,No,240943.5998,8.443774199,490.8600614,3.0784892619999997,118.32527309999999,90.0,Environment,,51.04312917,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,453.5548908
3474,Browns,9.0,435.72689929999996,27146.58575,Below_30,21250.56794,Yes,451.48117010000004,Yes,Female,By_16:00,0.548765594,0.272790835,,415.1373405,12.43944692,2699.329756,97.19225345,20.69023144,20.3749194,9.674,39110.063460000005,Yes,,9.156227426000001,186.9055075,43.55425017,145.2422998,100.0,Education,15.0,500.8979419,2.0,Foot_or_bicycle,Public_Sector,Yes,2.0,118.3340256
625,Blues,6.0,1421.276793,282582.2455,30-45,224931.2836,Yes,437.5073635,No,Female,After_16:00,0.53242409,0.230863795,7386.0,283.7436057,85.68076831,6532.171507,409.16105899999997,23.91738456,16.84469073,6.614,38474.05043,Maybe,355774.5874,2.240015445,596.4684295,39.39219317,473.75893099999996,100.0,Education,15.0,348.0041456,2.0,Car,Public_Sector,No,0.0,244.9825509
1075,Browns,7.0,461.0619812,36152.38374,45_and_up,23783.48183,No,276.92484049999996,Yes,Male,After_16:00,0.986223718,0.814620424,6328.0,234.4769893,18.63439991,2821.2874100000004,4.213399952,38.71917224,15.31264149,9.672,24706.2479,Yes,55334.72571,0.9811333959999999,235.23334309999998,86.18464663,153.6873271,80.0,Healthcare,12.0,559.5007049,3.0,Motorcycle_or_truck,Hightech,Yes,1.0,84.7444317
8180,Khakis,3.0,748.9027831000001,123146.3349,45_and_up,62576.898539999995,No,690.7447951,Yes,Female,By_16:00,0.883642622,0.065022816,4686.0,441.02789299999995,54.97172691,5815.126045,898.9706861,16.37241154,21.00066411,5.314,54914.94436,Yes,243351.8218,4.9741252000000005,493.3070259,25.78137657,249.63426099999998,80.0,Healthcare,7.0,60.36547263,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,488.97797760000003
7091,Turquoises,4.0,95.97253808,14271.930830000001,45_and_up,1065.405075,No,715.0539719,Yes,Male,By_16:00,0.8779023000000001,0.766970185,8700.0,449.4384414,91.89450815,5360.131461999999,423.6044637,85.29049505,21.19996324,1.3,55772.762220000004,Maybe,199027.9242,0.794586805,446.1254579,70.08825005,31.99084603,90.0,Environment,15.0,,1.0,Car,Hightech,Yes,1.0,531.8936576
4513,Yellows,7.0,,74003.88908,30-45,145738.3343,No,691.1885503999999,Yes,Female,By_16:00,0.36566228,0.554430623,7319.0,524.7675173,94.65059531,2990.650513,986.3920367999999,92.22301247,22.90780473,6.681,54457.68268,Yes,37679.29301,8.408101841,194.1115479,94.22409253,381.24413460000005,60.0,Financial,8.0,323.0906641,5.0,Motorcycle_or_truck,Student_or_Unemployed,No,1.0,398.9732601
4206,Purples,3.0,128.6443663,15580.9806,Below_30,1891.700675,Yes,388.5025081,Yes,Female,After_16:00,0.501582729,0.843992449,4660.0,210.894703,57.78838547,4055.290285,993.2216117,34.10636783,14.52221412,11.34,30517.192000000003,Maybe,132023.2864,6.130049333,363.35008789999995,17.01380934,42.88145542,100.0,Education,14.0,364.6595131,2.0,Car,Hightech,No,0.0,324.7245333
6438,Browns,1.0,652.9603735000001,174110.302,45_and_up,47600.68116,Yes,1145.099583,No,Male,After_16:00,0.447598437,0.465179675,7300.0,711.7268451,85.99725065,9422.881026000001,195.4677263,10.38091523,26.67820918,8.7,90066.52692,Maybe,639908.3771,4.907574034,799.9427336,21.51611552,217.6534578,100.0,Education,12.0,506.6224575,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,849.1022974
6895,Purples,6.0,123.9487253,36846.49549,Below_30,1758.3480760000002,Yes,1439.679832,No,Male,By_16:00,0.40491172200000003,0.713152805,8508.0,973.8535726,82.225039,10865.86957,112.97299459999999,28.87360554,31.20662706,7.492000000000001,114874.5416,No,795336.2101,8.279394375,891.8162424000001,91.00881,41.31624177,60.0,Financial,11.0,760.7988738,0.0,Car,Student_or_Unemployed,Yes,0.0,948.0599852
3779,Whites,4.0,909.8483285,87640.56607,30-45,92293.72508999999,No,547.5446691000001,Yes,Female,After_16:00,0.427428036,0.7068309840000001,8234.0,287.76730489999994,10.59821041,3465.265678,503.9368155,50.439135799999995,16.96370552,1.766,39878.13927,Yes,83505.45647,6.5552792470000005,288.9731068,99.74494341,303.2827762,100.0,Education,11.0,299.9134549,2.0,Car,Public_Sector,Yes,0.0,519.3135682
5244,Khakis,3.0,168.063614,24769.12111,30-45,3204.3965780000003,No,627.9377522999999,Yes,Male,After_16:00,0.115569798,0.278613023,7147.0,410.64597569999995,82.67383387,5242.675115,135.3077951,93.53808009,20.26440169,2.853,,Maybe,195486.2908,3.5266507419999997,,66.30832765,56.02120467,70.0,Social,7.0,128.3555418,,Public_or_other,Public_Sector,No,3.0,428.2850851
8440,Whites,5.0,989.2448822,168184.9723,30-45,109073.6857,Yes,600.5317365000001,No,Male,By_16:00,0.8420541029999999,0.16930350100000002,8885.0,364.8372972,95.49022533,5830.079215,411.0469415,98.4963441,19.10071457,1.115,48031.681280000004,No,260141.2729,3.4867659189999998,510.040462,32.95831555,329.7482941,100.0,Education,10.0,147.28710700000002,2.0,Foot_or_bicycle,Public_Sector,Yes,2.0,442.34824560000004
167,Purples,1.0,281.0493552,19130.94943,45_and_up,8880.209793,Yes,143.4437487,Yes,Female,By_16:00,0.917973541,0.15976558400000002,9644.0,38.40007886,2.940347348,2118.891599,419.89033319999993,86.54481247,6.196779717,6.356,10612.84887,Yes,41701.37454,8.10420366,204.20914409999997,44.40551004,93.68311841,70.0,Social,11.0,636.3519726,,Foot_or_bicycle,Industry_or_other,No,2.0,176.92552659999998
4312,Khakis,5.0,222.71369199999998,25054.288480000003,45_and_up,5595.5033,Yes,606.7232802999999,Yes,Male,After_16:00,0.048167539,0.635023212,3389.0,402.69878430000006,11.94864565,4180.262614,397.0485001,45.32974758,20.06735618,6.611000000000001,47638.27662,Yes,113897.1407,7.946716400000001,337.48650449999997,75.26321344,74.23789735,90.0,Environment,8.0,205.19435269999997,1.0,Public_or_other,Hightech,Yes,7.0,421.09144800000007
9598,Blues,6.0,1737.891932,71533.92545,30-45,336174.6716,Yes,602.1568212999999,Yes,Female,By_16:00,0.743544182,0.924137118,3421.0,336.3741133,19.07221221,1907.587818,204.973472,9.326674417000001,18.34050472,10.579,42214.45565,No,15248.28816,3.824200681,123.4839591,6.285429141,579.2973107999999,60.0,Financial,8.0,417.1750358,0.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,574.1434467
7340,Oranges,5.0,728.8701940000001,159649.9301,45_and_up,59280.93004,Yes,528.1798786,No,Male,By_16:00,0.019301679,0.704202441,7934.0,252.7081335,35.19257905,7076.542297,850.4602022,93.09646403,15.89679633,4.066,42199.00465,Yes,431796.973,8.940298217,657.112603,75.14094429,242.9567313,50.0,Other,8.0,294.506172,1.0,Public_or_other,Hightech,No,0.0,470.06259630000005
4279,Purples,10.0,462.091813,4181.564277,Below_30,23889.45768,Yes,12.85785202,Yes,Male,After_16:00,0.5721403620000001,0.270671561,3951.0,2.333058046,23.9753413,276.1423136,449.7433091,87.75534402,1.52743512,12.049000000000001,1018.1477179999999,Yes,736.9932582,0.329062089,27.14761975,47.10634542,154.0306043,80.0,Healthcare,12.0,839.9011037999999,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,16.08667561
1284,Khakis,1.0,811.3721002999999,80113.75485,45_and_up,73427.6446,Yes,563.6934096,Yes,Female,By_16:00,0.148656018,0.945368529,5534.0,379.5684543,91.08044647,3721.2952630000004,66.42592861,95.85314826,19.48251663,4.466,44254.31553,Yes,87743.82118,9.998039447,296.2158355,43.33941899,270.4573668,80.0,Healthcare,8.0,263.2015375,2.0,Motorcycle_or_truck,Hightech,Yes,0.0,384.9204343
9603,Reds,8.0,260.8482647,37512.70371,45_and_up,7657.151331,No,760.0180493,Yes,Female,By_16:00,0.42707156799999996,0.848178933,9846.0,477.5280509,27.51966652,5269.369301,350.38854269999996,60.48440293,21.85241522,2.154,58743.1614,No,186132.9838,1.4908391840000002,431.4313199,84.05889787,86.94942156,40.0,Foreign_Affairs,8.0,103.49973370000001,3.0,Foot_or_bicycle,Hightech,No,0.0,574.1993428999999
7902,Khakis,4.0,819.1568467999999,82404.06684,45_and_up,74840.60113,No,545.0836827,Yes,Male,,0.7052175559999999,0.7542975609999999,8655.0,360.8529115,16.16973227,3739.591854,546.0969957000001,42.81576574,18.99612886,1.345,42744.950469999996,No,91076.36097000001,6.490977975,301.78860310000005,11.74215211,273.05228230000006,60.0,Financial,6.0,270.1553043,4.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,380.274404
3981,Greens,6.0,349.3416026,32110.767819999997,45_and_up,13686.39779,Yes,754.8722502,Yes,Female,After_16:00,0.378954799,0.429511377,3280.0,479.0737948,8.336426807,3715.686421,145.637108,96.47850872,21.88775445,6.72,56635.72014,No,76040.20407,3.79181877,275.7538831,93.03282497,116.44720090000001,100.0,Education,13.0,243.38508450000003,2.0,Public_or_other,Industry_or_other,No,0.0,592.260893
6393,Turquoises,10.0,202.4975038,29463.24765,45_and_up,4633.636838,Yes,568.2666782000001,Yes,Female,By_16:00,0.597174656,0.960375468,3417.0,351.4373628,96.95511761,5067.85411,917.5304576999999,87.11403927,18.74666271,6.582999999999999,45118.32384,Maybe,190530.4503,4.849923551,436.4979385,98.83693748,67.49916792,60.0,Financial,8.0,181.7998139,0.0,Car,Industry_or_other,Yes,2.0,416.64651580000003
6936,Yellows,6.0,937.1778032999999,58524.14606,30-45,97911.52981,Yes,783.7827658,Yes,Female,By_16:00,0.988471111,0.20536020800000002,9499.0,503.1332063,55.95863962,2879.682936,339.5851112,58.28182127,22.43063098,4.501,57797.985479999996,Maybe,35096.8947,1.8110959930000001,187.3416523,41.157758,312.39260110000004,70.0,Social,12.0,336.533373,0.0,Public_or_other,Hightech,Yes,0.0,624.4574297
3584,Pinks,7.0,103.30884820000001,10946.73135,30-45,1230.293851,No,615.1920438,Yes,Female,By_16:00,0.083105068,0.41480584600000003,5558.0,433.9019149,94.76526494,4046.6403600000003,527.1303945000001,91.81905144,20.83031241,4.442,48989.20523,Yes,101050.0169,7.710217431,317.883653,29.51066822,34.43628273,60.0,Financial,7.0,224.9013914,3.0,Car,Student_or_Unemployed,Yes,0.0,385.7839102
1141,Turquoises,,561.846224,72708.09039,45_and_up,35271.857560000004,No,728.9834497,Yes,Female,By_16:00,0.682138204,0.603110759,4763.0,428.974316,19.6841565,4740.225700999999,150.0364917,43.95610665,20.71169515,5.237,54905.67085,No,150720.7524,7.0111365029999995,388.2277069,97.52545482,187.2820747,70.0,Social,13.0,170.9909958,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,608.1675892000001
8636,Purples,5.0,710.3756204,191022.8634,30-45,56317.18321,Yes,1398.643117,No,Male,By_16:00,0.5211610489999999,0.439141885,7263.0,986.7797777000001,98.07909562,10040.6803,915.3160129,45.01526793,31.41305107,8.737,112430.5125,No,650784.371,7.88746146,806.7120744,60.36578845,236.79187349999998,100.0,Education,12.0,678.5571997999999,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,859.7402184
3412,Violets,5.0,334.46781180000005,36317.38435,Below_30,12551.34673,No,355.4188092,Yes,Male,By_16:00,0.11727687,0.865296462,5775.0,156.8305385,12.53346165,3571.1390530000003,180.6407971,93.74853477,12.52320001,10.225,26442.1967,Maybe,106111.6276,4.008738776,325.7477976,70.04655444,111.4892706,100.0,Education,14.0,408.3999967,3.0,Motorcycle_or_truck,,No,0.0,363.3930895
1297,Yellows,8.0,-175.9841163,-13779.87824,Below_30,3392.495204,Yes,673.8154534,Yes,Female,By_16:00,0.810374812,0.40001766200000005,4114.0,502.41452300000003,46.04178476,3353.883925,972.4649083999999,54.90596108,22.41460513,9.886000000000001,53301.539489999996,Yes,55180.588260000004,5.8848129170000005,234.90548790000003,13.64412548,-58.6613721,60.0,Financial,12.0,284.6644683,1.0,Foot_or_bicycle,Public_Sector,No,,396.30366789999994
132,Pinks,1.0,883.6886787999999,97113.13398,45_and_up,87071.86078999999,No,673.3967888999999,Yes,Female,By_16:00,0.8413729440000001,0.775646012,3152.0,414.23589489999995,2.030795906,4125.327446,,7.693000557,20.35278593,6.848,51053.85885,Yes,108692.5722,9.153631306,329.6855657,35.75605126,294.56289289999995,,Social,6.0,193.91691980000002,5.0,Foot_or_bicycle,Hightech,Yes,0.0,535.2318538
9126,Browns,6.0,226.4555107,74651.93737999999,45_and_up,5783.496095,No,1347.789208,No,Male,After_16:00,0.977241521,0.787115045,5362.0,864.0438245999999,13.96155111,11617.704,874.8656006000001,43.161976200000005,29.39462238,10.638,107613.5195,No,978045.1159,0.8139482020000001,988.9616352,52.40747477,75.48517023,80.0,Healthcare,12.0,753.2755222999999,0.0,Car,Student_or_Unemployed,Yes,0.0,942.5072039999999
8131,Purples,8.0,216.0285804,61106.35185,45_and_up,5267.381478,Yes,1380.002536,No,Female,By_16:00,0.051452485,0.734490207,6737.0,892.7564973,76.52686667,10271.38348,418.1327778,9.378868387999999,29.87903106,9.263,108462.9969,Maybe,720099.9796,5.990675851000001,848.5870489,24.60464842,72.00952681,80.0,Healthcare,12.0,713.7048324,2.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,
7317,Turquoises,1.0,748.6922868,89295.51686,30-45,62541.8019,No,656.1564549,Yes,Male,After_16:00,0.023084599,0.371513596,8741.0,405.0007159,54.17401989,4388.060874,549.8340814,68.60874677,20.12462958,1.2590000000000001,50253.018260000004,No,128025.0937,9.452312621,357.8059442,77.92107922,249.56409559999997,100.0,Education,14.0,171.4120362,1.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,511.7504324
8146,Violets,5.0,355.1031016,84346.49162999999,30-45,14139.28023,No,1152.669475,No,Female,By_16:00,0.42367633,0.765610129,5155.0,828.6452730000001,46.83620983,8783.093553,331.9065664,93.40757881,28.78619935,10.845,93844.49912000001,Yes,507770.6849,6.263328039,712.5803007000001,63.98625209,118.36770049999998,70.0,Social,,427.2336203,1.0,Car,Hightech,Yes,0.0,671.2613985
4086,Whites,1.0,446.3706057,,Below_30,22297.31439,No,595.1238243,Yes,Male,By_16:00,0.214795785,0.21532605100000002,7713.0,324.3140145,64.92729806,4078.5889740000002,697.0430121,54.47038875,18.00872051,2.287,44147.36845,Maybe,117646.3208,1.6251501119999998,342.99609449999997,12.05754934,148.7902019,80.0,Healthcare,9.0,238.64393760000002,1.0,Car,Student_or_Unemployed,No,0.0,537.8832035
6927,Violets,10.0,505.5581828,158755.4972,45_and_up,28577.30564,Yes,1379.214112,No,Male,After_16:00,0.755814228,0.417399817,7231.0,966.3195417000002,90.86254002,11353.246000000001,953.9547508999999,29.24470033,31.08568065,8.769,112425.3361,No,887478.3473,5.004447289,942.060692,59.61914989,168.51939430000002,60.0,Financial,9.0,722.6305991,3.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,830.6409116000001
8076,Yellows,8.0,-61.53937213,-6072.682485,,410.27513389999996,Yes,716.3291982000001,Yes,Male,After_16:00,0.08946333,0.546442645,5848.0,542.8982589,7.729202579,4046.1854240000002,618.3088247000001,41.3409645,23.30017723,8.152000000000001,57577.898160000004,No,87639.02477,2.899564472,296.03889060000006,57.82002606,-20.51312404,60.0,Financial,10.0,232.82574790000004,4.0,Motorcycle_or_truck,Industry_or_other,No,0.0,396.23375239999996
8405,Turquoises,9.0,,113630.2284,45_and_up,70447.85097,No,658.7230587,Yes,Male,By_16:00,0.959724182,0.90074207,7509.0,418.5622139,81.89862117,5126.647569,906.9815513,41.89500625,20.45879307,2.491,51776.770860000004,No,184000.0878,5.008087314,428.95231409999997,22.02549728,264.9017727,70.0,Social,10.0,110.2416644,1.0,Car,Industry_or_other,No,1.0,478.24366960000003
4646,Turquoises,9.0,461.40131060000004,57164.91614,Below_30,23818.37481,No,638.2829272000001,Yes,Male,By_16:00,0.232408854,0.98517065,9411.0,374.2296028,24.21099953,4465.283248,292.022736,98.18453905,19.34501494,0.589,48415.13913,Maybe,138147.8096,4.6630112519999996,371.68240430000003,67.75809848,153.8004369,100.0,Education,14.0,181.9408659,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,528.6160884
